#             |P|               []
   4.37056019e-03   5.97350000e-01
   2.21545750e-02   5.97414000e-01
   2.40487793e-02   5.96947000e-01
   5.84364643e-03   5.96473000e-01
   2.24725752e-02   5.97088000e-01
   2.41171123e-04   5.96954000e-01
   1.86472534e-02   5.97421000e-01
   1.93643924e-02   5.97645000e-01
   1.45010894e-02   5.96467000e-01
   1.14876303e-02   5.96444000e-01
   5.14347112e-03   5.96866000e-01
   8.21295312e-03   5.96690000e-01
   5.09607583e-03   5.96959000e-01
   3.96180647e-03   5.96544000e-01
   1.99153647e-02   5.96936000e-01
   3.45173039e-02   5.97588000e-01
   4.30513310e-03   5.97139000e-01
   7.75299975e-03   5.96847000e-01
   6.79151067e-03   5.96799000e-01
   6.57131247e-03   5.97434000e-01
   2.91611675e-02   5.96855000e-01
   1.37025899e-02   5.97207000e-01
   2.74816748e-03   5.96681000e-01
   9.93546303e-03   5.97420000e-01
   2.76187110e-02   5.97413000e-01
   1.77411439e-02   5.96421000e-01
   8.09593810e-03   5.96794000e-01
   4.77780175e-03   5.96678000e-01
   7.91771588e-03   5.97006000e-01
   3.05623000e-03   5.97287000e-01
   9.17627601e-03   5.96989000e-01
   1.01345741e-02   5.96913000e-01
   1.80780551e-02   5.96211000e-01
   1.22912738e-02   5.97269000e-01
   5.39610908e-03   5.96650000e-01
   1.33861198e-02   5.97466000e-01
   3.49765780e-03   5.96799000e-01
   9.79714060e-03   5.97345000e-01
   8.99161357e-03   5.97135000e-01
   2.11318637e-02   5.97630000e-01
   1.38490100e-02   5.97409000e-01
   7.89857835e-03   5.96748000e-01
   7.07991052e-03   5.97176000e-01
   1.23735757e-02   5.97017000e-01
   7.86291319e-03   5.97043000e-01
   2.81372000e-03   5.96327000e-01
   5.93329380e-03   5.97246000e-01
   2.76806919e-02   5.97309000e-01
   8.33979283e-03   5.97114000e-01
   1.60376850e-02   5.97212000e-01
   7.33229561e-03   5.97345000e-01
   3.16206793e-02   5.97436000e-01
   1.02043183e-02   5.96224000e-01
   5.55204877e-03   5.97394000e-01
   1.13697870e-02   5.97573000e-01
   5.85776206e-03   5.97186000e-01
   5.67063047e-03   5.97298000e-01
   1.33486040e-02   5.96600000e-01
   1.50446034e-02   5.97284000e-01
   8.91343941e-03   5.96963000e-01
   7.29113345e-03   5.96651000e-01
   3.38341557e-03   5.96796000e-01
   9.33994259e-03   5.97106000e-01
   2.18024610e-02   5.97205000e-01
   1.21741918e-02   5.96976000e-01
   1.68901076e-02   5.96974000e-01
   1.47861002e-02   5.97011000e-01
   1.30686839e-02   5.96625000e-01
   2.39709020e-02   5.97633000e-01
   1.14933911e-02   5.97010000e-01
   8.74125417e-03   5.96775000e-01
   1.27193167e-02   5.96951000e-01
   5.09640486e-03   5.97124000e-01
   1.98145432e-02   5.96802000e-01
   1.15523580e-02   5.95968000e-01
   4.63484381e-03   5.96617000e-01
   5.08910153e-03   5.96462000e-01
   1.22945440e-02   5.96750000e-01
   8.00791183e-03   5.96260000e-01
   5.31622837e-03   5.96633000e-01
   1.79895003e-02   5.96443000e-01
   3.60665463e-03   5.97227000e-01
   1.36160411e-02   5.96401000e-01
   1.08562467e-02   5.97001000e-01
   1.51210803e-02   5.96779000e-01
   1.12363332e-02   5.97201000e-01
   2.29449516e-02   5.97293000e-01
   8.98511957e-03   5.96337000e-01
   9.05420945e-03   5.97337000e-01
   1.26074414e-03   5.97264000e-01
   4.48352108e-03   5.97389000e-01
   8.33891859e-03   5.97646000e-01
   1.52796924e-02   5.97431000e-01
   7.71961129e-03   5.97514000e-01
   9.10208645e-03   5.96880000e-01
   4.65407009e-03   5.96517000e-01
   1.09569570e-02   5.97275000e-01
   6.12282510e-03   5.96861000e-01
   1.05993383e-02   5.96744000e-01
   1.10763131e-02   5.96133000e-01
   7.64564750e-03   5.96689000e-01
   5.62284264e-03   5.96065000e-01
   1.28110542e-02   5.97578000e-01
   7.32976678e-03   5.97144000e-01
   3.46596692e-03   5.97115000e-01
   4.52478117e-03   5.96816000e-01
   7.98817562e-03   5.97221000e-01
   2.79063897e-03   5.96626000e-01
   9.39986747e-03   5.97514000e-01
   9.67845605e-03   5.96894000e-01
   7.80319914e-03   5.96548000e-01
   2.53120453e-02   5.97326000e-01
   8.96051135e-03   5.97038000e-01
   8.57314416e-03   5.97532000e-01
   2.48736808e-02   5.96765000e-01
   5.98598710e-03   5.96569000e-01
   1.87381688e-02   5.96426000e-01
   1.20443189e-02   5.96817000e-01
   6.72060413e-03   5.96808000e-01
   1.33329486e-02   5.97200000e-01
   6.08610142e-03   5.97290000e-01
   8.48379077e-03   5.97020000e-01
   1.80968455e-02   5.97017000e-01
   3.46484330e-03   5.97124000e-01
   1.26287694e-02   5.96903000e-01
   8.50064820e-03   5.97030000e-01
   1.16526549e-02   5.96099000e-01
   1.17674837e-02   5.96008000e-01
   1.73230435e-02   5.97145000e-01
   1.90169078e-02   5.96977000e-01
   2.00916842e-02   5.96899000e-01
   6.70970594e-03   5.97015000e-01
   1.07488942e-02   5.96862000e-01
   3.47033297e-02   5.96655000e-01
   1.18771651e-02   5.97291000e-01
   2.55257698e-03   5.96635000e-01
   5.52644630e-03   5.96208000e-01
   8.95422937e-03   5.96738000e-01
   1.62028614e-03   5.97252000e-01
   1.85230738e-02   5.97295000e-01
   7.08595303e-03   5.96773000e-01
   5.31183002e-03   5.96588000e-01
   1.50951993e-02   5.97061000e-01
   6.67450685e-04   5.97536000e-01
   7.41494312e-04   5.97295000e-01
   8.76364741e-03   5.96646000e-01
   1.11039293e-02   5.96704000e-01
   1.06481915e-02   5.97063000e-01
   1.84343974e-02   5.96963000e-01
   5.82696260e-03   5.96769000e-01
   1.71907094e-02   5.96950000e-01
   6.85194140e-03   5.97098000e-01
   7.63674928e-03   5.97269000e-01
   1.78925819e-02   5.97531000e-01
   4.17593788e-03   5.96673000e-01
   6.72367330e-03   5.96824000e-01
   9.54626812e-03   5.97372000e-01
   1.00665105e-02   5.97225000e-01
   1.15274843e-02   5.96987000e-01
   1.24439912e-03   5.97635000e-01
   1.03828202e-02   5.96832000e-01
   1.16606378e-02   5.96741000e-01
   1.55018735e-02   5.97228000e-01
   1.11296734e-02   5.97145000e-01
   1.14847643e-02   5.97396000e-01
   7.85452832e-03   5.97191000e-01
   9.92907199e-03   5.97339000e-01
   1.79176348e-02   5.97722000e-01
   4.30077676e-03   5.96657000e-01
   1.03693638e-02   5.97971000e-01
   1.23591994e-02   5.97106000e-01
   4.37084213e-03   5.97166000e-01
   2.09190273e-02   5.96934000e-01
   1.03025334e-02   5.96784000e-01
   1.08329031e-02   5.96447000e-01
   6.47249303e-03   5.97138000e-01
   8.72645262e-03   5.96629000e-01
   2.41001031e-03   5.96641000e-01
   8.93889113e-03   5.96779000e-01
   3.49609529e-03   5.97317000e-01
   9.36455649e-03   5.97636000e-01
   1.60127350e-02   5.97066000e-01
   1.32959677e-02   5.97405000e-01
   1.12459844e-02   5.96775000e-01
   7.74814612e-03   5.96475000e-01
   1.76204676e-02   5.96928000e-01
   8.64296805e-03   5.97687000e-01
   7.76097951e-03   5.96729000e-01
   9.35116067e-03   5.96626000e-01
   1.82586649e-02   5.96920000e-01
   3.54493544e-03   5.97116000e-01
   7.75903143e-03   5.97056000e-01
   1.65736703e-02   5.97848000e-01
   1.20526696e-02   5.97460000e-01
   6.30252156e-03   5.96773000e-01
   1.41892735e-02   5.96784000e-01
   1.36624407e-02   5.96694000e-01
   4.15346156e-03   5.96995000e-01
   7.50374321e-03   5.97962000e-01
   4.81362483e-03   5.96726000e-01
   2.65177683e-03   5.97706000e-01
   1.87591485e-02   5.96768000e-01
   1.15487938e-02   5.97178000e-01
   2.67718265e-02   5.98249000e-01
   8.59780401e-03   5.96843000e-01
   1.46292454e-02   5.96800000e-01
   1.23413972e-03   5.98089000e-01
   7.06696487e-03   5.97358000e-01
   3.67423270e-02   5.97489000e-01
   4.85662574e-03   5.96901000e-01
   1.48721694e-02   5.96615000e-01
   2.30478711e-02   5.96981000e-01
   7.56577025e-03   5.96417000e-01
   5.34733734e-03   5.96900000e-01
   1.42956076e-03   5.96764000e-01
   1.18997678e-02   5.97145000e-01
   1.05712694e-02   5.96409000e-01
   2.12315597e-03   5.97077000e-01
   7.58665488e-03   5.97240000e-01
   1.32902145e-02   5.96908000e-01
   6.72887694e-03   5.96852000e-01
   4.11210290e-03   5.96560000e-01
   1.27639120e-02   5.97807000e-01
   1.49915815e-02   5.96757000e-01
   7.55655999e-03   5.96778000e-01
   2.94201150e-02   5.97510000e-01
   2.56647988e-02   5.97348000e-01
   6.16541739e-03   5.97182000e-01
   1.46309025e-02   5.96997000e-01
   1.10788233e-02   5.97320000e-01
   2.43653083e-02   5.96880000e-01
   8.05148163e-05   5.97156000e-01
   1.07084156e-02   5.96949000e-01
   3.33120176e-03   5.97174000e-01
   6.70399742e-03   5.97046000e-01
   8.44836904e-03   5.97557000e-01
   2.01870066e-02   5.96731000e-01
   3.36242338e-03   5.97159000e-01
   8.47394663e-03   5.97444000e-01
   6.12556489e-03   5.96476000e-01
   6.69270221e-03   5.97500000e-01
   5.41913325e-03   5.97063000e-01
   8.05185185e-03   5.96640000e-01
   5.33612022e-03   5.97227000e-01
   6.10681892e-03   5.97088000e-01
   3.70519462e-03   5.96878000e-01
   2.77421597e-02   5.96703000e-01
   5.02898238e-03   5.96825000e-01
   1.98422370e-02   5.97155000e-01
   7.82821295e-03   5.96348000e-01
   1.03168349e-02   5.96274000e-01
   7.04228566e-03   5.96886000e-01
   1.40121266e-02   5.96464000e-01
   4.93681092e-03   5.97101000e-01
   5.43061763e-03   5.96944000e-01
   5.82123552e-03   5.96790000e-01
   1.28545933e-02   5.96474000e-01
   2.14834371e-02   5.96880000e-01
   1.07452995e-02   5.97153000e-01
   1.10686753e-02   5.97048000e-01
   1.39418547e-02   5.96468000e-01
   2.94388270e-02   5.97337000e-01
   5.39783450e-03   5.96835000e-01
   9.06164688e-03   5.96749000e-01
   7.59026149e-03   5.96585000e-01
   1.29137576e-02   5.95868000e-01
