#          |P|               []
   3.58045973e-03   6.44154000e-01
   1.70451361e-03   6.44289000e-01
   4.33947869e-03   6.44270000e-01
   5.33041391e-03   6.44258000e-01
   4.29706079e-03   6.44235000e-01
   2.70749521e-03   6.44381000e-01
   4.31095829e-03   6.44295000e-01
   4.81276651e-03   6.44233000e-01
   4.36855185e-03   6.44471000e-01
   4.32399827e-03   6.44376000e-01
   5.57403786e-03   6.44184000e-01
   4.61691733e-03   6.44331000e-01
   5.13259594e-03   6.44247000e-01
   4.62185646e-03   6.44370000e-01
   4.80985676e-03   6.44327000e-01
   6.79546734e-03   6.44302000e-01
   4.48284448e-03   6.44356000e-01
   5.05229189e-03   6.44462000e-01
   4.78962543e-03   6.44397000e-01
   5.21309131e-03   6.44296000e-01
   4.28286890e-03   6.44375000e-01
   3.94046447e-03   6.44140000e-01
   4.70886173e-03   6.44351000e-01
   3.68863621e-03   6.44257000e-01
   3.82553824e-03   6.44392000e-01
   4.40813635e-03   6.44342000e-01
   6.34978251e-03   6.44383000e-01
   5.19896652e-03   6.44246000e-01
   5.73071639e-03   6.44364000e-01
   3.78759439e-03   6.44367000e-01
   4.03996478e-03   6.44201000e-01
   3.54928150e-03   6.44366000e-01
   2.84274971e-03   6.44259000e-01
   5.23016648e-03   6.44200000e-01
   4.92368037e-03   6.44301000e-01
   3.73123489e-03   6.44391000e-01
   5.27775604e-03   6.44395000e-01
   3.42613990e-03   6.44319000e-01
   5.39387320e-03   6.44296000e-01
   5.31835366e-03   6.44237000e-01
   3.76866249e-03   6.44413000e-01
   6.06912307e-03   6.44151000e-01
   3.86368040e-03   6.44186000e-01
   5.90874545e-03   6.44392000e-01
   4.09229680e-03   6.44278000e-01
   4.81451070e-03   6.44346000e-01
   4.24664783e-03   6.44258000e-01
   1.78095061e-03   6.44127000e-01
   4.87426079e-03   6.44521000e-01
   4.06336294e-03   6.44303000e-01
   4.31377013e-03   6.44199000e-01
   4.73856925e-03   6.44180000e-01
   5.06624154e-03   6.44340000e-01
   1.99445481e-03   6.44429000e-01
   3.56975149e-03   6.44352000e-01
   3.55243184e-03   6.44279000e-01
   4.84366869e-03   6.44334000e-01
   4.38779910e-03   6.44096000e-01
   4.86190943e-03   6.44312000e-01
   5.72462096e-03   6.44374000e-01
   3.77961533e-03   6.44309000e-01
   4.39025992e-03   6.44275000e-01
   4.30102095e-03   6.44462000e-01
   5.46451132e-03   6.44368000e-01
   4.72950075e-03   6.44405000e-01
   4.14312747e-03   6.44265000e-01
   3.35091076e-03   6.44283000e-01
   4.89411595e-03   6.44300000e-01
   5.25879663e-03   6.44226000e-01
   3.17612714e-03   6.44309000e-01
   4.93445645e-03   6.44280000e-01
   4.32072264e-03   6.44350000e-01
   3.17694970e-03   6.44480000e-01
   4.90073867e-03   6.44325000e-01
   4.25713451e-03   6.44321000e-01
   5.19218534e-03   6.44338000e-01
   5.35410128e-03   6.44287000e-01
   4.07417954e-03   6.44276000e-01
   4.14398576e-03   6.44522000e-01
   6.22201698e-03   6.44288000e-01
   3.05934592e-03   6.44123000e-01
   5.97520964e-03   6.44483000e-01
   3.63779604e-03   6.44274000e-01
   4.35155691e-03   6.44376000e-01
   6.03796873e-03   6.44326000e-01
   4.75291667e-03   6.44211000e-01
   3.79778567e-03   6.44361000e-01
   4.81203402e-03   6.44340000e-01
   5.37835070e-03   6.44340000e-01
   5.44166498e-03   6.44500000e-01
   3.54868531e-03   6.44370000e-01
   3.66033641e-03   6.44360000e-01
   3.20773971e-03   6.44390000e-01
   5.64825558e-03   6.44398000e-01
   3.85818194e-03   6.44414000e-01
   4.51532784e-03   6.44325000e-01
   5.18784093e-03   6.44448000e-01
   4.32297893e-03   6.44296000e-01
   5.85634593e-03   6.44136000e-01
   5.28768867e-03   6.44431000e-01
   3.96579016e-03   6.44260000e-01
   3.67037225e-03   6.44287000e-01
   4.84974656e-03   6.44341000e-01
   1.72353456e-03   6.44319000e-01
   2.63765612e-03   6.44340000e-01
   7.37221532e-04   6.44384000e-01
   1.16169322e-03   6.44372000e-01
   4.18909754e-03   6.44199000e-01
   4.45957408e-03   6.44349000e-01
   4.09010108e-03   6.44446000e-01
   4.38280350e-03   6.44379000e-01
   5.79768327e-03   6.44291000e-01
   4.80651744e-03   6.44237000e-01
   4.75681026e-03   6.44314000e-01
   5.32372171e-03   6.44329000e-01
   3.76397544e-03   6.44286000e-01
   5.04290757e-03   6.44381000e-01
   3.61938330e-03   6.44191000e-01
   5.03166690e-03   6.44374000e-01
   5.00937822e-03   6.44360000e-01
   5.48276847e-03   6.44385000e-01
   6.34809040e-03   6.44454000e-01
   3.60471362e-03   6.44390000e-01
   5.54150086e-03   6.44231000e-01
   4.16726545e-03   6.44269000e-01
   5.53423302e-03   6.44216000e-01
   6.39386985e-03   6.44334000e-01
   4.96737161e-03   6.44251000e-01
   4.53587221e-03   6.44414000e-01
   4.36457330e-03   6.44383000e-01
   5.74115395e-03   6.44327000e-01
   3.86507498e-03   6.44345000e-01
   6.07978808e-03   6.44327000e-01
   5.38309839e-03   6.44291000e-01
   4.89381438e-03   6.44271000e-01
   5.55121869e-03   6.44149000e-01
   3.16627649e-03   6.44324000e-01
   5.38214239e-03   6.44377000e-01
   6.41844802e-03   6.44370000e-01
   4.19228183e-03   6.44258000e-01
   4.65715049e-03   6.44405000e-01
   4.56420129e-03   6.44271000e-01
   5.30475766e-03   6.44436000e-01
   4.59754222e-03   6.44409000e-01
   4.54655409e-03   6.44338000e-01
   4.98597285e-03   6.44223000e-01
   5.22618416e-03   6.44436000e-01
   4.77616586e-03   6.44323000e-01
   3.97845674e-03   6.44309000e-01
   3.83444329e-03   6.44290000e-01
   4.41434561e-03   6.44320000e-01
   1.08779649e-03   6.44460000e-01
   5.29353079e-03   6.44171000e-01
   5.04206730e-03   6.44239000e-01
   4.18631161e-03   6.44318000e-01
   4.89821108e-03   6.44360000e-01
   5.47377445e-03   6.44353000e-01
   6.91491209e-03   6.44312000e-01
   4.81056794e-03   6.44411000e-01
   4.43973069e-03   6.44311000e-01
   4.98385544e-03   6.44288000e-01
   5.76990231e-03   6.44239000e-01
   6.28686785e-03   6.44324000e-01
   5.80423932e-03   6.44276000e-01
   5.43116967e-03   6.44340000e-01
   5.39731798e-03   6.44282000e-01
   4.96372436e-03   6.44336000e-01
   5.12078901e-03   6.44347000e-01
   4.38943428e-03   6.44450000e-01
   4.88157129e-03   6.44302000e-01
   6.00627873e-03   6.44313000e-01
   5.49650935e-03   6.44232000e-01
   2.33600825e-03   6.44284000e-01
   3.46436085e-03   6.44399000e-01
   3.14753218e-03   6.44251000e-01
   4.08354410e-03   6.44380000e-01
   3.86342509e-03   6.44225000e-01
   2.93394002e-03   6.44236000e-01
   3.41117784e-03   6.44427000e-01
   5.32293269e-03   6.44251000e-01
   4.56518398e-03   6.44412000e-01
   4.43212422e-03   6.44493000e-01
   4.24084321e-03   6.44283000e-01
   4.33233860e-03   6.44323000e-01
   3.31635244e-03   6.44272000e-01
   3.25220968e-03   6.44309000e-01
   5.08619499e-03   6.44554000e-01
   3.87412849e-03   6.44367000e-01
   3.62889033e-03   6.44260000e-01
   3.43788120e-03   6.44328000e-01
   1.94340871e-03   6.44335000e-01
   3.26432712e-03   6.44273000e-01
   2.52385632e-03   6.44499000e-01
   4.81617381e-03   6.44285000e-01
   6.52564299e-03   6.44334000e-01
   5.21682759e-03   6.44370000e-01
   5.71316539e-03   6.44298000e-01
   4.82563217e-03   6.44345000e-01
   5.26439250e-03   6.44410000e-01
   6.19455058e-03   6.44529000e-01
   2.86847537e-03   6.44420000e-01
   6.59879318e-03   6.44209000e-01
   3.29786804e-03   6.44365000e-01
   3.56879241e-03   6.44279000e-01
   3.93080766e-03   6.44304000e-01
   3.60970957e-03   6.44284000e-01
   5.11755336e-03   6.44191000e-01
   5.61041691e-03   6.44249000e-01
   3.18068254e-03   6.44143000e-01
   3.87082278e-03   6.44323000e-01
   5.61165783e-03   6.44340000e-01
   4.25966910e-03   6.44349000e-01
   2.19880428e-03   6.44247000e-01
   3.81857680e-03   6.44369000e-01
   4.41024869e-03   6.44310000e-01
   5.41145184e-03   6.44359000e-01
   5.33612491e-03   6.44256000e-01
   4.75743889e-03   6.44246000e-01
   6.02882885e-03   6.44190000e-01
   4.78460247e-03   6.44395000e-01
   6.08413182e-03   6.44239000e-01
   5.12097071e-03   6.44287000e-01
   5.85603586e-03   6.44220000e-01
   4.84431906e-03   6.44228000e-01
   4.96424207e-03   6.44384000e-01
   2.26669361e-03   6.44260000e-01
   5.15958102e-03   6.44186000e-01
   3.76973529e-03   6.44433000e-01
   4.97486100e-03   6.44256000e-01
   6.29371054e-03   6.44362000e-01
   4.21960188e-03   6.44368000e-01
   4.81768229e-03   6.44431000e-01
   3.49317995e-03   6.44340000e-01
   3.47188964e-03   6.44349000e-01
   2.66048198e-03   6.44187000e-01
   4.36914060e-03   6.44276000e-01
   4.51442701e-03   6.44288000e-01
   5.81459533e-03   6.44199000e-01
   4.45716223e-03   6.44373000e-01
   3.53971604e-03   6.44239000e-01
   6.31559949e-03   6.44312000e-01
   5.43204750e-03   6.44352000e-01
   3.46985496e-03   6.44230000e-01
   4.56227904e-03   6.44302000e-01
   3.37372390e-03   6.44253000e-01
   4.70008301e-03   6.44162000e-01
   4.92456409e-03   6.44317000e-01
   4.05860257e-03   6.44286000e-01
   2.87792035e-03   6.44350000e-01
   3.54110894e-03   6.44377000e-01
   3.91616786e-03   6.44358000e-01
   6.75957931e-03   6.44338000e-01
   5.17661442e-03   6.44480000e-01
   4.85731164e-03   6.44282000e-01
   3.48891702e-03   6.44283000e-01
   5.25478234e-03   6.44235000e-01
   5.27036202e-03   6.44431000e-01
   5.00220703e-03   6.44269000e-01
   4.10378516e-03   6.44286000e-01
   5.31297805e-03   6.44403000e-01
   4.79899762e-03   6.44394000e-01
   5.31651022e-03   6.44239000e-01
   5.67906734e-03   6.44238000e-01
   5.35146660e-03   6.44421000e-01
   4.72628704e-03   6.44307000e-01
   1.53376265e-03   6.44125000e-01
   7.87604157e-04   6.44229000e-01
   3.64611096e-03   6.44288000e-01
   3.98212205e-03   6.44369000e-01
   3.87123561e-03   6.44303000e-01
   7.06729151e-03   6.44274000e-01
   4.63846911e-03   6.44163000e-01
   4.34618790e-03   6.44283000e-01
   5.26897042e-03   6.44336000e-01
   5.55191195e-03   6.44341000e-01
   4.38756164e-03   6.44365000e-01
   5.05840373e-03   6.44134000e-01
   5.10230234e-03   6.44262000e-01
   4.59273655e-03   6.44334000e-01
   3.88801247e-03   6.44409000e-01
   4.67390709e-03   6.44322000e-01
   4.33262523e-03   6.44362000e-01
   4.50722445e-03   6.44276000e-01
   4.56742240e-03   6.44474000e-01
   5.14235893e-03   6.44400000e-01
   1.52508571e-03   6.44172000e-01
   3.45735363e-03   6.44356000e-01
   5.53800441e-03   6.44255000e-01
   5.32273230e-03   6.44297000e-01
   3.77912380e-03   6.44372000e-01
   6.19523262e-03   6.44389000e-01
   4.01820860e-03   6.44395000e-01
   3.73084210e-03   6.44173000e-01
   5.67303935e-03   6.44388000e-01
   5.92122338e-03   6.44232000e-01
   5.36188125e-03   6.44287000e-01
   5.32197284e-03   6.44332000e-01
   5.27595499e-03   6.44189000e-01
   3.72732787e-03   6.44347000e-01
   6.49052620e-03   6.44230000e-01
   4.97319845e-03   6.44417000e-01
   4.36016929e-03   6.44297000e-01
   4.18051252e-03   6.44247000e-01
   3.59580876e-03   6.44270000e-01
   2.06419882e-03   6.44457000e-01
   4.14863599e-03   6.44403000e-01
   3.65408815e-03   6.44324000e-01
   6.40252494e-03   6.44306000e-01
   4.22780341e-03   6.44419000e-01
   4.56091287e-03   6.44303000e-01
   4.40158965e-03   6.44260000e-01
   5.17740228e-03   6.44229000e-01
   3.61325644e-03   6.44297000e-01
   4.81322068e-03   6.44394000e-01
   6.24166752e-03   6.44350000e-01
   4.67177076e-03   6.44399000e-01
   4.26846887e-03   6.44328000e-01
   5.40454903e-03   6.44282000e-01
   4.20284460e-03   6.44195000e-01
   3.28897572e-03   6.44393000e-01
   6.77628312e-03   6.44307000e-01
   5.85008359e-03   6.44305000e-01
   4.98484790e-03   6.44434000e-01
   2.44056722e-03   6.44343000e-01
   5.36652724e-03   6.44311000e-01
   6.23437006e-03   6.44197000e-01
   4.61409489e-03   6.44284000e-01
   5.02633267e-03   6.44373000e-01
   4.25317850e-03   6.44230000e-01
   4.19166695e-03   6.44213000e-01
   7.15119775e-03   6.44438000e-01
   4.12787316e-03   6.44283000e-01
   4.35613389e-03   6.44253000e-01
   4.24153400e-03   6.44149000e-01
   3.60218783e-03   6.44325000e-01
   2.01699677e-03   6.44428000e-01
   4.90183056e-03   6.44362000e-01
   4.78279009e-03   6.44340000e-01
   5.84190972e-03   6.44281000e-01
   4.34782634e-03   6.44172000e-01
   4.74534849e-03   6.44198000e-01
   3.64040616e-03   6.44291000e-01
   3.58378811e-03   6.44215000e-01
   4.55908374e-03   6.44147000e-01
   6.32652047e-03   6.44292000e-01
   4.67657508e-03   6.44283000e-01
   5.36687401e-03   6.44387000e-01
   4.43052707e-03   6.44388000e-01
   4.30722827e-03   6.44243000e-01
   5.44603641e-03   6.44279000e-01
   5.27663670e-03   6.44337000e-01
   4.39958290e-03   6.44158000e-01
   4.03587859e-03   6.44256000e-01
   4.77953670e-03   6.44294000e-01
   5.24105521e-03   6.44262000e-01
   5.97542123e-03   6.44274000e-01
   3.33747061e-03   6.44331000e-01
   6.64632951e-03   6.44498000e-01
   6.02345345e-03   6.44297000e-01
   3.61823307e-03   6.44237000e-01
   5.49921702e-03   6.44428000e-01
   8.46562578e-04   6.44370000e-01
   3.79513667e-03   6.44370000e-01
   6.82467441e-03   6.44186000e-01
   6.36989183e-03   6.44361000e-01
   4.51106677e-03   6.44485000e-01
   5.19187217e-03   6.44214000e-01
   4.27984404e-03   6.44309000e-01
   6.40365855e-03   6.44059000e-01
   4.50854897e-03   6.44391000e-01
   5.26669899e-03   6.44324000e-01
   5.10773967e-03   6.44276000e-01
   5.55948424e-03   6.44294000e-01
   4.90435752e-03   6.44387000e-01
   5.17485073e-03   6.44386000e-01
   5.21510413e-03   6.44373000e-01
   4.91333727e-03   6.44333000e-01
   5.70274434e-03   6.44373000e-01
   5.00082227e-03   6.44396000e-01
   4.27278954e-03   6.44404000e-01
   5.73469028e-03   6.44162000e-01
   5.45160245e-03   6.44426000e-01
   4.53818276e-03   6.44309000e-01
   5.56501497e-03   6.44199000e-01
   4.44820170e-03   6.44400000e-01
   5.16258047e-03   6.44256000e-01
   5.03124337e-03   6.44172000e-01
   5.15653879e-03   6.44520000e-01
   5.35105394e-03   6.44325000e-01
   5.83046478e-03   6.44307000e-01
   3.65173200e-03   6.44335000e-01
   5.85900398e-03   6.44249000e-01
   4.63458646e-03   6.44329000e-01
   4.00959349e-03   6.44393000e-01
   5.28733375e-04   6.44346000e-01
   3.67028931e-03   6.44360000e-01
   4.85597025e-03   6.44277000e-01
   4.70458316e-03   6.44281000e-01
   4.38733513e-03   6.44227000e-01
   3.75280307e-03   6.44335000e-01
   5.32354060e-03   6.44295000e-01
   5.03207292e-03   6.44464000e-01
   4.27044593e-03   6.44351000e-01
   5.61850117e-03   6.44310000e-01
   4.01503550e-03   6.44358000e-01
   3.97894906e-03   6.44313000e-01
   4.40938910e-03   6.44307000e-01
   4.64685343e-03   6.44359000e-01
   2.29099115e-03   6.44269000e-01
   2.71456519e-03   6.44259000e-01
   4.86224505e-03   6.44317000e-01
   4.82312666e-03   6.44308000e-01
   3.54110607e-03   6.44326000e-01
   4.69218464e-03   6.44143000e-01
   3.67148374e-03   6.44314000e-01
   2.79411009e-03   6.44332000e-01
   6.26205343e-03   6.44372000e-01
   4.60282147e-03   6.44475000e-01
   2.50104582e-03   6.44390000e-01
   1.07855833e-03   6.44262000e-01
   4.91468831e-03   6.44294000e-01
   3.64816510e-03   6.44348000e-01
   2.67918224e-03   6.44350000e-01
   2.03521336e-03   6.44270000e-01
   5.67750648e-03   6.44357000e-01
   2.82226800e-03   6.44487000e-01
   3.66547774e-03   6.44431000e-01
   4.86178393e-03   6.44356000e-01
   6.28035565e-03   6.44183000e-01
   5.09187828e-03   6.44388000e-01
   2.77145912e-03   6.44289000e-01
   5.65159897e-03   6.44155000e-01
   5.53728643e-03   6.44346000e-01
   4.45674811e-03   6.44255000e-01
   2.71158049e-03   6.44416000e-01
   3.61650793e-03   6.44407000e-01
   4.01085652e-03   6.44300000e-01
   3.93570036e-03   6.44473000e-01
   7.34520918e-03   6.44395000e-01
   6.50320277e-03   6.44420000e-01
   4.85690713e-03   6.44420000e-01
   3.24962370e-03   6.44212000e-01
   2.26949708e-03   6.44037000e-01
   3.58671690e-03   6.44228000e-01
   2.69891692e-03   6.44454000e-01
   3.65795531e-03   6.44403000e-01
   4.83538568e-03   6.44247000e-01
   5.14302114e-03   6.44393000e-01
   4.72901123e-03   6.44408000e-01
   5.64560076e-03   6.44231000e-01
   6.88832534e-03   6.44301000e-01
   4.48818051e-03   6.44367000e-01
   5.16006608e-03   6.44292000e-01
   3.80563271e-03   6.44267000e-01
   4.13115394e-03   6.44312000e-01
   6.43820059e-03   6.44084000e-01
   4.86754014e-03   6.44401000e-01
   4.46870864e-03   6.44267000e-01
   3.53009133e-03   6.44237000e-01
   4.35958898e-03   6.44241000e-01
   6.01427760e-03   6.44262000e-01
   4.39850821e-03   6.44369000e-01
   5.01497228e-03   6.44344000e-01
   4.03587398e-03   6.44321000e-01
   4.75268673e-03   6.44289000e-01
   5.49791678e-03   6.44436000e-01
   3.19071025e-03   6.44334000e-01
   2.11768026e-03   6.44363000e-01
   5.38251669e-03   6.44477000e-01
   3.07729422e-03   6.44381000e-01
   4.99145080e-03   6.44334000e-01
   4.94045723e-03   6.44241000e-01
   3.40273975e-03   6.44417000e-01
   4.21349595e-03   6.44400000e-01
   4.50702870e-03   6.44290000e-01
   5.88684236e-03   6.44316000e-01
   3.32319609e-03   6.44345000e-01
   5.42895008e-03   6.44239000e-01
   5.45444981e-03   6.44328000e-01
   4.75324953e-03   6.44208000e-01
   3.88838490e-03   6.44431000e-01
   3.05206298e-03   6.44399000e-01
   4.58950935e-03   6.44521000e-01
   1.06240405e-03   6.44310000e-01
   3.39853775e-03   6.44322000e-01
   4.91149156e-03   6.43993000e-01
   4.73275143e-03   6.44356000e-01
   2.71408198e-03   6.44378000e-01
   3.61575922e-03   6.44376000e-01
   3.46243306e-03   6.44275000e-01
   1.81914488e-03   6.44332000e-01
   1.48454652e-03   6.44209000e-01
   3.77171327e-03   6.44350000e-01
   4.82610866e-03   6.44456000e-01
   3.29406493e-03   6.44307000e-01
   3.94576956e-03   6.44349000e-01
   4.44810246e-03   6.44385000e-01
   4.01520499e-03   6.44170000e-01
   5.42767733e-03   6.44311000e-01
   2.99837849e-03   6.44373000e-01
   6.80897678e-03   6.44369000e-01
   5.77284620e-03   6.44264000e-01
   6.00397616e-03   6.44408000e-01
   3.79454266e-03   6.44364000e-01
   5.32167060e-03   6.44374000e-01
   6.51015153e-03   6.44331000e-01
   4.48561772e-03   6.44451000e-01
   3.86383153e-03   6.44321000e-01
   4.74565809e-03   6.44264000e-01
   5.66660068e-03   6.44448000e-01
   3.86731315e-03   6.44324000e-01
   2.99668730e-03   6.44149000e-01
   6.34233325e-03   6.44435000e-01
   5.10603618e-03   6.44418000e-01
   5.91725872e-03   6.44200000e-01
   3.97404931e-03   6.44220000e-01
   4.64593729e-03   6.44266000e-01
   4.74966028e-03   6.44332000e-01
   4.12420980e-03   6.44216000e-01
   4.37907828e-03   6.44373000e-01
   3.94639730e-03   6.44344000e-01
   4.93982883e-03   6.44336000e-01
   4.57572846e-03   6.44351000e-01
   5.28830487e-03   6.44388000e-01
   5.58658511e-03   6.44408000e-01
   4.30929989e-03   6.44386000e-01
   3.37283124e-03   6.44278000e-01
   4.24864525e-03   6.44298000e-01
   6.30004713e-03   6.44281000e-01
   3.40768620e-03   6.44337000e-01
   5.01406455e-03   6.44330000e-01
   4.13303524e-03   6.44194000e-01
   5.00458482e-03   6.44325000e-01
   3.84611768e-03   6.44379000e-01
   4.19351552e-03   6.44219000e-01
   5.82672157e-03   6.44287000e-01
   3.97666708e-03   6.44408000e-01
   5.06599856e-03   6.44314000e-01
   3.94128521e-03   6.44346000e-01
   3.36372017e-03   6.44355000e-01
   4.08897934e-03   6.44362000e-01
   4.24903798e-03   6.44164000e-01
   3.47289943e-03   6.44135000e-01
   5.05657734e-03   6.44409000e-01
   5.76394992e-03   6.44419000e-01
   2.71623473e-03   6.44418000e-01
   3.72259799e-03   6.44362000e-01
   3.78089056e-03   6.44194000e-01
   2.13980937e-03   6.44193000e-01
   3.66761312e-03   6.44285000e-01
   2.30871181e-03   6.44260000e-01
   2.71668622e-03   6.44231000e-01
   5.47549457e-03   6.44395000e-01
   4.41375920e-03   6.44377000e-01
   4.14656313e-03   6.44386000e-01
   4.24470116e-03   6.44217000e-01
   5.54034493e-03   6.44273000e-01
   4.62124136e-03   6.44361000e-01
   4.14163474e-03   6.44327000e-01
   5.46084205e-03   6.44432000e-01
   5.17105361e-03   6.44361000e-01
   5.87263486e-03   6.44302000e-01
   2.67855358e-03   6.44365000e-01
   3.30119159e-03   6.44241000e-01
   3.48531235e-03   6.44331000e-01
   3.05193171e-03   6.44302000e-01
   3.52710000e-03   6.44395000e-01
   4.59491275e-04   6.44314000e-01
   8.92100289e-04   6.44439000e-01
   2.59131137e-03   6.44329000e-01
   4.43872886e-03   6.44426000e-01
   4.71263904e-03   6.44410000e-01
   6.02520089e-03   6.44357000e-01
   5.60606799e-03   6.44424000e-01
   4.47500345e-03   6.44326000e-01
   4.34831121e-03   6.44298000e-01
   4.91606345e-03   6.44278000e-01
   4.02853507e-03   6.44359000e-01
   3.06772506e-03   6.44246000e-01
   5.08033653e-03   6.44263000e-01
   3.53473975e-03   6.44386000e-01
   4.83161719e-03   6.44295000e-01
   6.15459771e-03   6.44219000e-01
   5.18959286e-03   6.44255000e-01
   5.64422148e-03   6.44360000e-01
   5.41296094e-03   6.44344000e-01
   4.40792833e-03   6.44288000e-01
   1.30769064e-03   6.44229000e-01
   1.09291751e-03   6.44252000e-01
   3.36307515e-03   6.44331000e-01
   4.98869297e-03   6.44438000e-01
   5.57685733e-03   6.44325000e-01
   4.63901192e-03   6.44257000e-01
   3.60935943e-03   6.44334000e-01
   5.00915730e-03   6.44359000e-01
   4.26309556e-03   6.44368000e-01
   3.62511282e-03   6.44244000e-01
   3.86703530e-03   6.44401000e-01
   3.93999127e-03   6.44296000e-01
   4.23569838e-03   6.44240000e-01
   1.65619254e-03   6.44361000e-01
   4.44682850e-03   6.44358000e-01
   4.18082385e-03   6.44408000e-01
   2.30747698e-03   6.44363000e-01
   2.69327088e-03   6.44369000e-01
   3.14519429e-03   6.44302000e-01
   2.62511023e-03   6.44192000e-01
   1.81013850e-03   6.44375000e-01
   4.56026097e-03   6.44367000e-01
   6.93156213e-03   6.44255000e-01
   6.38131526e-03   6.44296000e-01
   5.33220483e-03   6.44170000e-01
   2.36046420e-03   6.44391000e-01
   2.71037136e-03   6.44388000e-01
   4.18547481e-03   6.44309000e-01
   1.90621601e-03   6.44253000e-01
   3.57608522e-03   6.44425000e-01
   5.02973498e-03   6.44299000e-01
   2.98189289e-03   6.44253000e-01
   5.82325427e-03   6.44389000e-01
   3.46999794e-03   6.44191000e-01
   4.44845513e-03   6.44194000e-01
   5.57443085e-03   6.44298000e-01
   3.56219242e-03   6.44383000e-01
   4.15362916e-03   6.44386000e-01
   6.29122194e-03   6.44406000e-01
   3.89827243e-03   6.44324000e-01
   4.74216169e-03   6.44320000e-01
   4.29021473e-03   6.44402000e-01
   3.62974664e-03   6.44370000e-01
   3.86693997e-03   6.44294000e-01
   2.42541784e-03   6.44337000e-01
   4.63541728e-03   6.44317000e-01
   1.84216646e-03   6.44249000e-01
   4.82696759e-03   6.44415000e-01
   4.19064107e-03   6.44349000e-01
   2.26646752e-03   6.44345000e-01
   4.94348689e-03   6.44245000e-01
   4.99020397e-03   6.44331000e-01
   4.69955123e-03   6.44182000e-01
   4.65557874e-03   6.44280000e-01
   4.06470722e-03   6.44230000e-01
   4.65996500e-03   6.44200000e-01
   2.80246837e-03   6.44338000e-01
   5.05329622e-03   6.44185000e-01
   4.11767616e-03   6.44320000e-01
   4.62846443e-03   6.44347000e-01
   3.89388945e-03   6.44273000e-01
   6.28251644e-03   6.44296000e-01
   4.28423268e-03   6.44372000e-01
   5.28745189e-03   6.44208000e-01
   6.02102494e-03   6.44444000e-01
   3.10493586e-03   6.44259000e-01
   4.71393338e-03   6.44266000e-01
   5.04154304e-03   6.44334000e-01
   4.13383426e-03   6.44238000e-01
   4.78259516e-03   6.44242000e-01
   5.52661436e-03   6.44261000e-01
   5.00095185e-03   6.44374000e-01
   5.40655475e-03   6.44459000e-01
   3.64175694e-03   6.44338000e-01
   6.21366939e-03   6.44248000e-01
   5.11375201e-03   6.44258000e-01
   4.74412541e-03   6.44192000e-01
   6.10221770e-04   6.44357000e-01
   6.89732043e-04   6.44400000e-01
   2.87678060e-03   6.44305000e-01
   3.43111306e-03   6.44196000e-01
   4.37597863e-03   6.44219000e-01
   4.39920635e-03   6.44328000e-01
   4.16992990e-03   6.44339000e-01
   4.21831493e-03   6.44346000e-01
   4.71930842e-03   6.44361000e-01
   4.24204180e-03   6.44368000e-01
   3.30357194e-03   6.44346000e-01
   4.02208651e-03   6.44114000e-01
   4.69796651e-03   6.44313000e-01
   2.60497250e-03   6.44410000e-01
   2.39773680e-03   6.44360000e-01
   4.00498972e-03   6.44262000e-01
   5.99287140e-03   6.44429000e-01
   4.80348086e-03   6.44093000e-01
   7.79007026e-03   6.44298000e-01
   3.77912664e-03   6.44361000e-01
   4.44408958e-03   6.44293000e-01
   4.67515971e-03   6.44386000e-01
   2.80409794e-03   6.44424000e-01
   4.13808663e-03   6.44447000e-01
   5.68294142e-03   6.44223000e-01
   4.70209924e-03   6.44165000e-01
   6.44533107e-03   6.44182000e-01
   5.20944194e-03   6.44380000e-01
   4.07100123e-03   6.44311000e-01
   3.79469581e-03   6.44383000e-01
   5.35994497e-03   6.44324000e-01
   4.57361174e-03   6.44413000e-01
   3.85319055e-03   6.44217000e-01
   4.66639127e-03   6.44397000e-01
   5.02332684e-03   6.44322000e-01
   4.18340160e-03   6.44415000e-01
   4.46051127e-03   6.44322000e-01
   3.64992343e-03   6.44258000e-01
   4.85133420e-03   6.44292000e-01
   4.74623769e-03   6.44122000e-01
   5.04775132e-03   6.44377000e-01
   5.03653325e-03   6.44464000e-01
   5.65643662e-03   6.44076000e-01
   4.75490773e-03   6.44330000e-01
   5.17242743e-03   6.44339000e-01
   5.77051808e-03   6.44275000e-01
   4.32671350e-03   6.44318000e-01
   5.44283852e-03   6.44345000e-01
   3.93003242e-03   6.44276000e-01
   4.35404217e-03   6.44331000e-01
   2.38236017e-03   6.44383000e-01
   5.46652115e-03   6.44136000e-01
   4.59055193e-03   6.44118000e-01
   4.64432926e-03   6.44330000e-01
   4.62653523e-03   6.44316000e-01
   3.47976326e-03   6.44330000e-01
   3.65807739e-03   6.44437000e-01
   4.68895121e-03   6.44392000e-01
   4.90841378e-03   6.44153000e-01
   3.87731557e-03   6.44444000e-01
   3.30294031e-03   6.44299000e-01
   5.29779389e-03   6.44222000e-01
   4.61397591e-03   6.44385000e-01
   4.37581423e-03   6.44409000e-01
   2.97049914e-03   6.44447000e-01
   4.89068193e-03   6.44354000e-01
   2.21337846e-03   6.44272000e-01
   2.85310153e-03   6.44309000e-01
   4.67838879e-03   6.44234000e-01
   4.54417543e-03   6.44407000e-01
   5.62156992e-03   6.44254000e-01
   5.84947423e-03   6.44378000e-01
