#          |P|               []
   5.79303690e-03   6.44386000e-01
   5.68702770e-03   6.44294000e-01
   4.60145156e-03   6.44263000e-01
   3.14216247e-03   6.44207000e-01
   6.55766667e-03   6.44178000e-01
   4.99236472e-03   6.44399000e-01
   6.01431174e-03   6.44415000e-01
   6.30607168e-03   6.44204000e-01
   4.36384166e-03   6.44455000e-01
   5.51207916e-03   6.44368000e-01
   3.74690645e-03   6.44273000e-01
   4.24657156e-03   6.44366000e-01
   2.96797919e-03   6.44290000e-01
   5.38527526e-03   6.44321000e-01
   5.69921448e-03   6.44213000e-01
   6.52801985e-03   6.44230000e-01
   4.45547302e-03   6.44312000e-01
   6.41841914e-03   6.44276000e-01
   5.05229894e-03   6.44373000e-01
   5.56298123e-03   6.44143000e-01
   3.62822899e-03   6.44304000e-01
   3.73178991e-03   6.44399000e-01
   3.24357362e-03   6.44481000e-01
   1.87424310e-03   6.44285000e-01
   3.08083546e-03   6.44272000e-01
   3.74367027e-03   6.44374000e-01
   3.71951090e-03   6.44473000e-01
   4.63934133e-03   6.44284000e-01
   5.10623667e-03   6.44375000e-01
   3.45345660e-03   6.44347000e-01
   4.40294247e-03   6.44147000e-01
   6.40599580e-03   6.44297000e-01
   4.87633073e-03   6.44356000e-01
   4.86507967e-03   6.44087000e-01
   6.23094539e-03   6.44227000e-01
   4.73495134e-03   6.44390000e-01
   5.39854772e-03   6.44284000e-01
   5.81427405e-03   6.44542000e-01
   5.59892865e-03   6.44283000e-01
   5.26777869e-03   6.44314000e-01
   6.67290965e-03   6.44448000e-01
   5.26403176e-03   6.44255000e-01
   3.63027061e-03   6.44270000e-01
   4.71563273e-03   6.44408000e-01
   4.48629824e-03   6.44372000e-01
   4.46051765e-03   6.44400000e-01
   4.62602132e-03   6.44344000e-01
   3.37850416e-03   6.44204000e-01
   2.44942544e-03   6.44374000e-01
   3.34266978e-03   6.44351000e-01
   2.49727704e-03   6.44302000e-01
   1.36740051e-03   6.44233000e-01
   4.95980613e-03   6.44320000e-01
   5.69794707e-03   6.44319000e-01
   4.90746974e-03   6.44326000e-01
   4.66849405e-03   6.44312000e-01
   5.65878206e-03   6.44444000e-01
   4.83672070e-03   6.44325000e-01
   4.55479923e-03   6.44122000e-01
   5.00194783e-03   6.44398000e-01
   3.45718866e-03   6.44310000e-01
   4.09420017e-03   6.44258000e-01
   4.60160743e-03   6.44335000e-01
   5.51162811e-03   6.44331000e-01
   5.97411315e-03   6.44325000e-01
   3.57695728e-03   6.44302000e-01
   4.38605774e-03   6.44144000e-01
   6.12841883e-03   6.44288000e-01
   4.53393163e-03   6.44423000e-01
   4.20027739e-03   6.44238000e-01
   4.52462756e-03   6.44442000e-01
   3.20680258e-03   6.44366000e-01
   3.17616247e-03   6.44378000e-01
   4.14277203e-03   6.44223000e-01
   3.58495977e-03   6.44418000e-01
   4.99225289e-03   6.44352000e-01
   3.87150368e-03   6.44179000e-01
   5.69371270e-03   6.44458000e-01
   5.19059403e-03   6.44266000e-01
   3.67203040e-03   6.44255000e-01
   4.97967693e-03   6.44298000e-01
   6.04441897e-03   6.44363000e-01
   5.66605066e-03   6.44303000e-01
   5.68589858e-03   6.44254000e-01
   4.30379228e-03   6.44252000e-01
   3.85003631e-03   6.44183000e-01
   4.06443952e-03   6.44322000e-01
   3.86136810e-03   6.44223000e-01
   4.32737567e-03   6.44143000e-01
   5.17126186e-03   6.44316000e-01
   6.22888435e-03   6.44327000e-01
   5.89244279e-03   6.44335000e-01
   5.86948525e-03   6.44247000e-01
   5.28083439e-03   6.44299000e-01
   4.95674179e-03   6.44277000e-01
   4.57052296e-03   6.44408000e-01
   6.13128943e-03   6.44419000e-01
   4.54979286e-03   6.44389000e-01
   3.50580636e-03   6.44229000e-01
   5.31802890e-03   6.44495000e-01
   5.74628022e-03   6.44288000e-01
   4.09664402e-03   6.44370000e-01
   5.16257683e-03   6.44350000e-01
   4.61149426e-03   6.44315000e-01
   5.88113312e-03   6.44315000e-01
   6.27527744e-03   6.44465000e-01
   5.26982558e-03   6.44231000e-01
   3.28044685e-03   6.44295000e-01
   4.12525273e-03   6.44369000e-01
   4.06443041e-03   6.44395000e-01
   5.37777107e-03   6.44293000e-01
   4.25128244e-03   6.44424000e-01
   4.91198639e-03   6.44418000e-01
   6.13652519e-03   6.44202000e-01
   5.15456855e-03   6.44303000e-01
   3.26927510e-03   6.44363000e-01
   4.00924831e-03   6.44311000e-01
   4.94764538e-03   6.44320000e-01
   4.23148161e-03   6.44282000e-01
   5.28188084e-03   6.44353000e-01
   3.86423043e-03   6.44407000e-01
   5.81311754e-03   6.44373000e-01
   4.23634787e-03   6.44297000e-01
   4.25301522e-03   6.44287000e-01
   5.43107703e-03   6.44302000e-01
   4.51297815e-03   6.44440000e-01
   3.65430910e-03   6.44290000e-01
   3.08381239e-03   6.44333000e-01
   3.39266551e-03   6.44327000e-01
   5.55992110e-03   6.44279000e-01
   5.46230533e-03   6.44386000e-01
   5.33319181e-03   6.44308000e-01
   5.39489601e-03   6.44284000e-01
   4.82272809e-03   6.44474000e-01
   5.14944737e-03   6.44457000e-01
   6.01090046e-03   6.44375000e-01
   6.11683987e-03   6.44293000e-01
   4.64926440e-03   6.44334000e-01
   6.76809126e-03   6.44363000e-01
   4.95387135e-03   6.44478000e-01
   6.58752082e-03   6.44416000e-01
   4.47026485e-03   6.44487000e-01
   5.54782253e-03   6.44295000e-01
   4.35632046e-03   6.44276000e-01
   4.93468213e-03   6.44237000e-01
   4.00976086e-03   6.44374000e-01
   6.28201430e-03   6.44149000e-01
   4.59082726e-03   6.44369000e-01
   3.77903227e-03   6.44268000e-01
   6.09139202e-03   6.44439000e-01
   3.77326484e-03   6.44253000e-01
   5.33854546e-03   6.44317000e-01
   5.61086908e-03   6.44313000e-01
   5.05635276e-03   6.44375000e-01
   4.13853531e-03   6.44130000e-01
   3.05174625e-03   6.44410000e-01
   2.80411822e-03   6.44181000e-01
   4.46035564e-03   6.44387000e-01
   5.61764439e-03   6.44294000e-01
   3.82258122e-03   6.44180000e-01
   5.87080243e-03   6.44315000e-01
   5.16129402e-03   6.44472000e-01
   5.05942266e-03   6.44243000e-01
   5.58237122e-03   6.44355000e-01
   5.55455586e-03   6.44412000e-01
   4.54904636e-03   6.44351000e-01
   5.84108630e-03   6.44247000e-01
   4.96375537e-03   6.44239000e-01
   4.92906373e-03   6.44318000e-01
   4.92547947e-03   6.44163000e-01
   5.15402988e-03   6.44217000e-01
   3.85118329e-03   6.44327000e-01
   5.73240203e-03   6.44271000e-01
   4.02712658e-03   6.44259000e-01
   3.70597955e-03   6.44451000e-01
   4.46960522e-03   6.44261000e-01
   4.86836766e-03   6.44351000e-01
   3.48998633e-03   6.44321000e-01
   5.49808146e-03   6.44382000e-01
   3.19286172e-03   6.44249000e-01
   5.61148021e-03   6.44259000e-01
   4.89039915e-03   6.44319000e-01
   5.76588120e-03   6.44219000e-01
   2.08380370e-03   6.44422000e-01
   2.24410237e-03   6.44198000e-01
   3.04616552e-03   6.44320000e-01
   3.74355890e-03   6.44345000e-01
   3.62151720e-03   6.44051000e-01
   3.53309147e-03   6.44277000e-01
   5.20523555e-03   6.44355000e-01
   4.66749336e-03   6.44317000e-01
   3.61014813e-03   6.44348000e-01
   4.57730590e-03   6.44382000e-01
   4.84755855e-03   6.44446000e-01
   4.56230058e-03   6.44322000e-01
   4.63843971e-03   6.44223000e-01
   5.31963333e-03   6.44320000e-01
   5.46740402e-03   6.44214000e-01
   3.78950504e-03   6.44431000e-01
   5.55238015e-03   6.44210000e-01
   4.72728332e-03   6.44319000e-01
   4.08047244e-03   6.44299000e-01
   5.44690710e-03   6.44319000e-01
   5.30491636e-03   6.44439000e-01
   3.23974713e-03   6.44226000e-01
   6.33910471e-03   6.44383000e-01
   5.22016519e-03   6.44325000e-01
   6.09932546e-03   6.44335000e-01
   2.88042057e-03   6.44277000e-01
   3.13552698e-03   6.44323000e-01
   6.26775481e-03   6.44395000e-01
   5.89712106e-03   6.44417000e-01
   3.04346548e-03   6.44275000e-01
   5.20405368e-03   6.44365000e-01
   4.84330854e-03   6.44350000e-01
   3.67071182e-03   6.44226000e-01
   4.00909397e-03   6.44313000e-01
   5.35167470e-03   6.44327000e-01
   6.68434499e-03   6.44292000e-01
   5.70384241e-03   6.44302000e-01
   2.92610839e-03   6.44363000e-01
   4.22863633e-03   6.44367000e-01
   5.74318800e-03   6.44327000e-01
   4.67801102e-03   6.44199000e-01
   6.18060020e-03   6.44321000e-01
   4.08973076e-03   6.44496000e-01
   4.46151144e-03   6.44401000e-01
   4.09881060e-03   6.44128000e-01
   4.95622295e-03   6.44452000e-01
   6.45020862e-03   6.44303000e-01
   3.25398132e-03   6.44278000e-01
   4.46310174e-03   6.44272000e-01
   4.30793445e-03   6.44359000e-01
   5.73574019e-03   6.44352000e-01
   4.89194515e-03   6.44351000e-01
   5.22491843e-03   6.44323000e-01
   4.56330014e-03   6.44181000e-01
   4.36071373e-03   6.44381000e-01
   5.47594283e-03   6.44447000e-01
   5.05866760e-03   6.44391000e-01
   4.29443178e-03   6.44185000e-01
   6.08739047e-03   6.44306000e-01
   4.94078700e-03   6.44418000e-01
   5.20923321e-03   6.44237000e-01
   5.57619697e-03   6.44288000e-01
   3.94932385e-03   6.44320000e-01
   3.57191519e-03   6.44218000e-01
   5.13176279e-03   6.44255000e-01
   6.10944986e-03   6.44202000e-01
   6.62775929e-03   6.44383000e-01
   6.28618778e-03   6.44222000e-01
   5.50576234e-03   6.44263000e-01
   6.22829238e-03   6.44325000e-01
   5.26419289e-03   6.44367000e-01
   4.35180328e-03   6.44397000e-01
   4.91140867e-03   6.44246000e-01
   4.16438208e-03   6.44442000e-01
   2.83853445e-03   6.44327000e-01
   2.43546844e-03   6.44407000e-01
   5.72324802e-03   6.44406000e-01
   3.92879089e-03   6.44258000e-01
   5.01842531e-03   6.44391000e-01
   7.71629494e-03   6.44336000e-01
   4.53430345e-03   6.44329000e-01
   5.21984273e-03   6.44382000e-01
   4.70206512e-03   6.44446000e-01
   4.53229539e-03   6.44289000e-01
   3.41954927e-03   6.44341000e-01
   4.99085076e-03   6.44248000e-01
   4.14379858e-03   6.44322000e-01
   4.28991873e-03   6.44383000e-01
   5.27536820e-03   6.44225000e-01
   4.40422268e-03   6.44251000e-01
   3.30795257e-03   6.44381000e-01
   3.44837761e-03   6.44208000e-01
   2.86490450e-03   6.44260000e-01
   4.83449426e-03   6.44272000e-01
   2.42038478e-03   6.44479000e-01
   4.98018351e-03   6.44465000e-01
   4.14650073e-03   6.44212000e-01
   5.96233366e-03   6.44293000e-01
   5.84983539e-03   6.44254000e-01
   3.97515214e-03   6.44411000e-01
   4.21957337e-03   6.44433000e-01
   4.39706478e-03   6.44318000e-01
   6.35485932e-03   6.44278000e-01
   5.79815696e-03   6.44385000e-01
   5.30416678e-03   6.44347000e-01
   2.90464123e-03   6.44297000e-01
   5.66265156e-03   6.44434000e-01
   6.49496365e-03   6.44268000e-01
   5.54882248e-03   6.44339000e-01
   4.87034160e-03   6.44238000e-01
   4.78110688e-03   6.44385000e-01
   6.33756368e-03   6.44450000e-01
   4.63170880e-03   6.44253000e-01
   4.15014598e-03   6.44399000e-01
   6.26988631e-03   6.44305000e-01
   6.43546659e-03   6.44356000e-01
   5.13648580e-03   6.44310000e-01
   3.32199129e-03   6.44314000e-01
   4.15224523e-03   6.44186000e-01
   4.16337937e-03   6.44251000e-01
   4.74773834e-03   6.44388000e-01
   5.07979259e-03   6.44412000e-01
   3.92845958e-03   6.44248000e-01
   2.87759003e-03   6.44271000e-01
   3.67400399e-03   6.44235000e-01
   3.46664059e-03   6.44247000e-01
   5.18054498e-03   6.44403000e-01
   4.39972927e-03   6.44294000e-01
   4.97724855e-03   6.44329000e-01
   3.91539593e-03   6.44363000e-01
   4.08979696e-03   6.44447000e-01
   4.88368053e-03   6.44345000e-01
   6.06579073e-03   6.44192000e-01
   5.33937736e-03   6.44218000e-01
   4.24086174e-03   6.44104000e-01
   3.65575952e-03   6.44219000e-01
   7.16674872e-03   6.44266000e-01
   5.22476362e-03   6.44276000e-01
   5.69923334e-03   6.44321000e-01
   5.02038816e-03   6.44304000e-01
   5.32508862e-03   6.44400000e-01
   4.25887709e-03   6.44358000e-01
   5.93989295e-03   6.44335000e-01
   5.51612711e-03   6.44100000e-01
   5.81182919e-03   6.44255000e-01
   4.73513790e-03   6.44222000e-01
   4.73442722e-03   6.44363000e-01
   3.39325193e-03   6.44269000e-01
   5.07557223e-03   6.44216000e-01
   4.61273837e-03   6.44274000e-01
   5.05040823e-03   6.44276000e-01
   4.68118690e-03   6.44276000e-01
   5.54221408e-03   6.44270000e-01
   4.00880239e-03   6.44452000e-01
   5.22822148e-03   6.44272000e-01
   4.44139156e-03   6.44438000e-01
   4.63961613e-03   6.44293000e-01
   4.38685779e-03   6.44318000e-01
   3.68388083e-03   6.44285000e-01
   6.01691988e-03   6.44414000e-01
   3.90785837e-03   6.44173000e-01
   3.75630158e-03   6.44262000e-01
   6.09541813e-03   6.44309000e-01
   4.70506943e-03   6.44375000e-01
   4.92923945e-03   6.44224000e-01
   4.77055426e-03   6.44302000e-01
   6.07491935e-03   6.44281000e-01
   4.51748488e-03   6.44312000e-01
   3.48659562e-03   6.44203000e-01
   4.95822777e-03   6.44279000e-01
   5.91786167e-03   6.44304000e-01
   3.71827434e-03   6.44112000e-01
   3.98185202e-03   6.44418000e-01
   3.09174823e-03   6.44263000e-01
   4.63982409e-03   6.44352000e-01
   3.71122971e-03   6.44169000e-01
   3.93407451e-03   6.44307000e-01
   4.26986196e-03   6.44343000e-01
   2.31978334e-03   6.44363000e-01
   4.78609062e-03   6.44274000e-01
   3.89922039e-03   6.44367000e-01
   4.68795689e-03   6.44457000e-01
   4.74513418e-03   6.44257000e-01
   4.10144604e-03   6.44353000e-01
   4.23303588e-03   6.44306000e-01
   5.69925602e-03   6.44295000e-01
   5.05833711e-03   6.44222000e-01
   4.71621611e-03   6.44313000e-01
   5.76757597e-03   6.44180000e-01
   3.75634481e-03   6.44182000e-01
   4.11830757e-03   6.44424000e-01
   1.69408600e-03   6.44442000e-01
   4.12013765e-03   6.44259000e-01
   4.85614290e-03   6.44162000e-01
   5.12570497e-03   6.44297000e-01
   4.88281616e-03   6.44435000e-01
   4.26489315e-03   6.44342000e-01
   2.99770012e-03   6.44297000e-01
   4.13080774e-03   6.44353000e-01
   3.28145620e-03   6.44303000e-01
   5.27019617e-03   6.44305000e-01
   3.06990909e-03   6.44397000e-01
   5.22497566e-03   6.44276000e-01
   5.42882654e-03   6.44258000e-01
   4.50859155e-03   6.44317000e-01
   2.99734901e-03   6.44273000e-01
   3.75409231e-03   6.44341000e-01
   2.81507113e-03   6.44274000e-01
   2.57887494e-03   6.44262000e-01
   4.75708627e-03   6.44276000e-01
   4.75135503e-03   6.44263000e-01
   4.28246029e-03   6.44346000e-01
   4.23851757e-03   6.44380000e-01
   4.85951201e-03   6.44330000e-01
   6.51989893e-03   6.44264000e-01
   4.48809993e-03   6.44269000e-01
   3.38472539e-03   6.44191000e-01
   6.19993112e-03   6.44237000e-01
   5.34692295e-03   6.44339000e-01
   6.67560244e-03   6.44376000e-01
   3.78272013e-03   6.44360000e-01
   6.71928204e-03   6.44418000e-01
   4.59504041e-03   6.44294000e-01
   6.21017272e-03   6.44198000e-01
   4.89241513e-03   6.44347000e-01
   5.67680571e-03   6.44349000e-01
   4.20596930e-03   6.44372000e-01
   6.02196628e-03   6.44242000e-01
   5.65502769e-03   6.44410000e-01
   4.38493998e-03   6.44298000e-01
   5.54822625e-03   6.44266000e-01
   4.05841687e-03   6.44179000e-01
   3.55238940e-03   6.44335000e-01
   4.50847153e-03   6.44291000e-01
   6.66926861e-03   6.44225000e-01
   3.88469151e-03   6.44284000e-01
   3.45567861e-03   6.44223000e-01
   3.55642278e-03   6.44237000e-01
   3.53298681e-03   6.44324000e-01
   5.70404168e-03   6.44336000e-01
   4.80103726e-03   6.44272000e-01
   4.42365805e-03   6.44252000e-01
   4.82145821e-03   6.44360000e-01
   4.89962509e-03   6.44192000e-01
   4.93513014e-03   6.44337000e-01
   2.76579210e-03   6.44180000e-01
   5.66869721e-03   6.44256000e-01
   6.44719114e-03   6.44410000e-01
   6.64184381e-03   6.44227000e-01
   6.13271279e-03   6.44298000e-01
   4.97042758e-03   6.44338000e-01
   3.96119769e-03   6.44323000e-01
   3.53446260e-03   6.44434000e-01
   6.00122626e-03   6.44319000e-01
   5.74153505e-03   6.44312000e-01
   5.16876807e-03   6.44212000e-01
   3.96212789e-03   6.44383000e-01
   3.35846742e-03   6.44380000e-01
   5.17096230e-03   6.44218000e-01
   4.33255036e-03   6.44370000e-01
   4.45383015e-03   6.44425000e-01
   5.89811756e-03   6.44416000e-01
   4.57807040e-03   6.44364000e-01
   4.84454024e-03   6.44295000e-01
   3.75954329e-03   6.44217000e-01
   4.96830119e-03   6.44360000e-01
   5.38044009e-03   6.44405000e-01
   4.42478807e-03   6.44272000e-01
   3.92135058e-03   6.44289000e-01
   4.24534142e-03   6.44321000e-01
   5.62329459e-03   6.44127000e-01
   4.93810817e-03   6.44246000e-01
   3.22198144e-03   6.44252000e-01
   5.53691654e-03   6.44264000e-01
   3.07086630e-03   6.44241000e-01
   4.61590624e-03   6.44239000e-01
   5.01568924e-03   6.44491000e-01
   5.26225671e-03   6.44410000e-01
   5.48945091e-03   6.44382000e-01
   4.39322127e-03   6.44426000e-01
   5.31775406e-03   6.44327000e-01
   2.82009732e-03   6.44317000e-01
   5.93250699e-03   6.44381000e-01
   5.32764286e-03   6.44285000e-01
   4.53097610e-03   6.44332000e-01
   6.21029653e-03   6.44324000e-01
   3.04976789e-03   6.44209000e-01
   3.18393802e-03   6.44390000e-01
   3.31169197e-03   6.44174000e-01
   5.74142044e-03   6.44331000e-01
   5.68493819e-03   6.44235000e-01
   4.64547055e-03   6.44360000e-01
   6.08919519e-03   6.44468000e-01
   4.51881008e-03   6.44263000e-01
   4.41603452e-03   6.44438000e-01
   6.14764107e-03   6.44439000e-01
   4.98616776e-03   6.44278000e-01
   4.79090697e-03   6.44443000e-01
   5.35309971e-03   6.44446000e-01
   4.97497152e-03   6.44291000e-01
   5.48532636e-03   6.44346000e-01
   4.32712710e-03   6.44205000e-01
   5.40655958e-03   6.44453000e-01
   3.93718368e-03   6.44346000e-01
   3.30579449e-03   6.44366000e-01
   5.59812144e-03   6.44294000e-01
   3.92292897e-03   6.44402000e-01
   5.70049185e-03   6.44217000e-01
   3.93718853e-03   6.44297000e-01
   5.35669773e-03   6.44301000e-01
   5.92146440e-03   6.44240000e-01
   4.90978728e-03   6.44377000e-01
   3.76447340e-03   6.44411000e-01
   6.08980137e-03   6.44332000e-01
   3.73084727e-03   6.44361000e-01
   4.97265392e-03   6.44306000e-01
   6.56396427e-03   6.44271000e-01
   4.39476533e-03   6.44240000e-01
   4.60696955e-03   6.44305000e-01
   3.27502308e-03   6.44157000e-01
   3.38135236e-03   6.44255000e-01
   5.88215715e-03   6.44298000e-01
   5.39353909e-03   6.44394000e-01
   4.27225694e-03   6.44298000e-01
   3.54129271e-03   6.44477000e-01
   1.93199035e-03   6.44370000e-01
   7.31047335e-04   6.44457000e-01
   4.93043701e-03   6.44317000e-01
   6.56369420e-03   6.44285000e-01
   5.04951476e-03   6.44309000e-01
   4.68515634e-03   6.44235000e-01
   4.34237366e-03   6.44313000e-01
   4.88180127e-03   6.44232000e-01
   5.27688078e-03   6.44214000e-01
   3.89854277e-03   6.44334000e-01
   5.06902996e-03   6.44384000e-01
   4.29213621e-03   6.44283000e-01
   4.02338177e-03   6.44430000e-01
   5.12741195e-03   6.44169000e-01
   4.21932320e-03   6.44333000e-01
   2.69317565e-03   6.44346000e-01
   4.85027495e-03   6.44321000e-01
   6.42399280e-03   6.44409000e-01
   5.97393198e-03   6.44312000e-01
   5.16369243e-03   6.44239000e-01
   5.81943511e-03   6.44278000e-01
   4.65440550e-03   6.44349000e-01
   4.64363557e-03   6.44296000e-01
   5.80736815e-03   6.44342000e-01
   3.97184810e-03   6.44211000e-01
   4.91363605e-03   6.44422000e-01
   6.33744839e-03   6.44185000e-01
   4.59042437e-03   6.44399000e-01
   5.41506606e-03   6.44467000e-01
   4.46440224e-03   6.44341000e-01
   5.77282333e-03   6.44221000e-01
   2.15821281e-03   6.44259000e-01
   3.83171724e-03   6.44428000e-01
   3.56117759e-03   6.44463000e-01
   3.79570034e-03   6.44343000e-01
   3.45235112e-03   6.44483000e-01
   4.94376545e-03   6.44307000e-01
   5.43147403e-03   6.44373000e-01
   5.68130632e-03   6.44316000e-01
   3.23178244e-03   6.44285000e-01
   4.03237676e-03   6.44287000e-01
   5.46391430e-03   6.44390000e-01
   5.50561549e-03   6.44258000e-01
   3.69768205e-03   6.44194000e-01
   4.13303210e-03   6.44245000e-01
   4.81103563e-03   6.44303000e-01
   1.28628279e-03   6.44344000e-01
   3.24271019e-04   6.44330000e-01
   4.33298033e-03   6.44344000e-01
   3.32285642e-03   6.44187000e-01
   4.27427479e-03   6.44467000e-01
   3.75428601e-03   6.44255000e-01
   3.82792919e-03   6.44365000e-01
   4.47947211e-03   6.44371000e-01
   3.06092070e-03   6.44346000e-01
   2.76100333e-03   6.44408000e-01
   5.74817676e-03   6.44443000e-01
   5.82425327e-03   6.44270000e-01
   3.12594312e-03   6.44333000e-01
   5.57676227e-03   6.44325000e-01
   5.72124516e-03   6.44363000e-01
   4.40822404e-03   6.44233000e-01
   3.09359925e-03   6.44387000e-01
   1.72008734e-03   6.44496000e-01
   9.71040560e-04   6.44363000e-01
   1.13875418e-03   6.44337000e-01
   2.09315419e-03   6.44156000e-01
   2.45441558e-03   6.44134000e-01
   4.72586984e-03   6.44364000e-01
   5.83573291e-03   6.44392000e-01
   5.76304684e-03   6.44161000e-01
   5.42248114e-03   6.44316000e-01
   3.40107031e-03   6.44478000e-01
   4.17025985e-03   6.44413000e-01
   5.61068660e-03   6.44480000e-01
   2.26593242e-03   6.44455000e-01
   9.80823600e-04   6.44308000e-01
   4.30540331e-03   6.44368000e-01
   2.10398879e-03   6.44318000e-01
   1.12298026e-03   6.44306000e-01
   2.19242321e-03   6.44212000e-01
   3.89424863e-03   6.44133000e-01
   3.24847761e-03   6.44212000e-01
   3.87573427e-03   6.44388000e-01
   4.22671247e-03   6.44186000e-01
   5.33238262e-03   6.44226000e-01
   4.14505666e-03   6.44302000e-01
   4.27897377e-03   6.44328000e-01
   4.35745816e-03   6.44261000e-01
   5.34203888e-03   6.44306000e-01
   4.73927463e-03   6.44289000e-01
   3.98645659e-03   6.44362000e-01
   7.06341357e-03   6.44282000e-01
   6.62320848e-03   6.44122000e-01
   4.65246442e-03   6.44333000e-01
   4.69579512e-03   6.44323000e-01
   5.99294288e-03   6.44394000e-01
   4.29619098e-03   6.44298000e-01
   3.91765069e-03   6.44373000e-01
   3.08782699e-03   6.44254000e-01
   4.39932934e-03   6.44221000e-01
   5.96378766e-03   6.44317000e-01
   6.14690554e-03   6.44367000e-01
   5.49816275e-03   6.44425000e-01
   3.21654833e-03   6.44372000e-01
   4.54516910e-03   6.44397000e-01
   5.46702459e-03   6.44242000e-01
   3.68119105e-03   6.44307000e-01
   3.78475117e-03   6.44270000e-01
   4.73757811e-03   6.44200000e-01
   4.14239530e-03   6.44284000e-01
   3.93013969e-03   6.44299000e-01
   3.82749107e-03   6.44255000e-01
   4.59290440e-03   6.44398000e-01
   4.98154794e-03   6.44308000e-01
   7.26487532e-03   6.44300000e-01
   3.42221964e-03   6.44394000e-01
   4.67107093e-03   6.44283000e-01
   5.28685076e-03   6.44167000e-01
   7.29030710e-03   6.44356000e-01
   5.75106421e-03   6.44297000e-01
   3.34588022e-03   6.44381000e-01
   3.62367428e-03   6.44249000e-01
   6.02644405e-03   6.44373000e-01
   5.90816924e-03   6.44228000e-01
   3.87761032e-03   6.44175000e-01
   5.37113012e-03   6.44261000e-01
   3.85511652e-03   6.44241000e-01
   5.21383351e-03   6.44340000e-01
   4.38158891e-03   6.44248000e-01
   5.49814632e-03   6.44325000e-01
   3.59493382e-03   6.44420000e-01
   2.30823831e-03   6.44218000e-01
   3.10492105e-03   6.44339000e-01
   5.69398152e-03   6.44304000e-01
   4.95801594e-03   6.44276000e-01
   5.53097802e-03   6.44429000e-01
   5.35435354e-03   6.44387000e-01
   4.37834896e-03   6.44246000e-01
   3.58382820e-03   6.44331000e-01
   4.68772126e-03   6.44353000e-01
   3.56231469e-03   6.44356000e-01
   4.40606744e-03   6.44354000e-01
   4.45315893e-03   6.44366000e-01
   4.95951837e-03   6.44397000e-01
   5.04653758e-03   6.44328000e-01
   5.05757520e-03   6.44298000e-01
   5.27865450e-03   6.44353000e-01
   4.62824334e-03   6.44353000e-01
   3.81778351e-03   6.44339000e-01
   6.46835993e-03   6.44290000e-01
   4.37657719e-03   6.44376000e-01
   3.70743476e-03   6.44259000e-01
   4.34058148e-03   6.44381000e-01
   4.46058249e-03   6.44318000e-01
   4.45085691e-03   6.44339000e-01
   3.62689170e-03   6.44345000e-01
   4.72462134e-03   6.44366000e-01
   3.11583197e-03   6.44392000e-01
   1.42223029e-03   6.44380000e-01
   1.94329460e-03   6.44318000e-01
   1.83521261e-03   6.44478000e-01
   4.54321477e-03   6.44318000e-01
   4.66664204e-03   6.44463000e-01
   4.83559453e-03   6.44341000e-01
   4.20175875e-03   6.44279000e-01
   6.46749260e-03   6.44283000e-01
   4.62848087e-03   6.44156000e-01
   4.33656358e-03   6.44336000e-01
   4.57117178e-03   6.44287000e-01
   4.88990568e-03   6.44411000e-01
   4.62702995e-03   6.44257000e-01
   5.62979527e-03   6.44335000e-01
   5.12584051e-03   6.44065000e-01
   4.41024596e-03   6.44146000e-01
   5.83897934e-03   6.44426000e-01
   3.29219504e-03   6.44313000e-01
   4.60181014e-03   6.44311000e-01
   4.62248936e-03   6.44365000e-01
   6.31733878e-03   6.44401000e-01
   5.99360331e-03   6.44283000e-01
   4.42182504e-03   6.44327000e-01
   4.62810285e-03   6.44264000e-01
   3.30002216e-03   6.44275000e-01
   4.26223897e-03   6.44299000e-01
   4.73427780e-03   6.44206000e-01
   4.25251656e-03   6.44281000e-01
   5.04146144e-03   6.44284000e-01
   5.32204961e-03   6.44444000e-01
   4.56180647e-03   6.44283000e-01
   3.41815445e-03   6.44361000e-01
   5.02892132e-03   6.44359000e-01
   5.85531315e-03   6.44199000e-01
   3.60654421e-03   6.44259000e-01
   5.44928346e-03   6.44190000e-01
   3.86588415e-03   6.44440000e-01
   4.23940309e-03   6.44274000e-01
   2.93856313e-03   6.44295000e-01
   5.80997007e-03   6.44330000e-01
   6.55476532e-03   6.44329000e-01
   3.12124346e-03   6.44326000e-01
   4.65347393e-03   6.44296000e-01
   3.43654474e-03   6.44294000e-01
   5.23163855e-03   6.44317000e-01
   3.80204576e-03   6.44173000e-01
   3.85977239e-03   6.44382000e-01
   4.00067571e-03   6.44385000e-01
   4.82589446e-03   6.44265000e-01
   3.43582982e-03   6.44305000e-01
   4.45914830e-03   6.44414000e-01
   5.92135422e-03   6.44434000e-01
   4.61909909e-03   6.44223000e-01
   1.35030369e-03   6.44266000e-01
   2.65926213e-03   6.44338000e-01
   4.13067820e-03   6.44341000e-01
   5.38569769e-04   6.44365000e-01
   1.22635480e-03   6.44305000e-01
   2.62045745e-03   6.44288000e-01
   2.17335542e-03   6.44264000e-01
   1.48978345e-03   6.44385000e-01
   1.05098022e-03   6.44448000e-01
   4.43994748e-03   6.44259000e-01
   4.27085917e-03   6.44323000e-01
   5.81553105e-03   6.44359000e-01
   5.67350876e-03   6.44178000e-01
   3.88996759e-03   6.44384000e-01
   4.25565973e-03   6.44338000e-01
   3.92830704e-03   6.44417000e-01
